user_id;age;attraction_distribution;coins;country;retention_days;sex;user_dating.age_start;user_dating.age_end;view_count;was_special;is_special;total_revenue
114362133;28;0;;CA;1,2,3,4;1;25;31;2;;;0
114244102;36;0;;ES;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19;1;33;39;0;;;0
114365816;30;0;;ES;10,11;1;27;33;2;;;0
114235788;34;416;;FR;1,2,3,4,5,7,10,14,19;1;31;37;48;;;0
114346332;19;0;;US;;1;16;22;0;;;0
114446127;26;0;;CL;1,4,6;1;23;29;0;;;0
114305113;42;113;;IL;;1;39;45;44;;;0
114186559;21;1000;;US;1;1;18;24;2;;;0
114310346;26;250;;AR;;1;23;29;4;;;0
114434374;22;500;;IT;1,2,3,4,5,6,7,8,9;1;19;25;6;;;0
114446414;25;200;;US;1,3,4,5,7;1;22;28;5;;;0
114336667;44;0;;US;1;0;41;47;0;1;;0
114490355;21;500;;AR;1,3;1;18;46;4;;;0
114452664;49;176;;IL;1,2,3,5;1;25;65;51;;;0
114262210;37;363;;BE;1,2,3,4,5,7,8,9,11,13,14,15;1;34;40;22;1;;0
114231360;30;0;;US;;1;27;33;2;;;0
114078128;20;187;;ES;1;1;17;23;16;;;0
114491187;30;200;;BE;;1;27;33;5;;;0
114119253;52;131;;US;1,2;1;49;55;114;;;0
